271	 Kullanıcı :00287 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:11:09
272	 Kullanıcı :00141 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:11:54
273	 Kullanıcı :00357 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:11:57
274	 Kullanıcı :00004 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:11:59
275	 Kullanıcı :00037 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:03
276	 Kullanıcı :00073 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:30
277	 Kullanıcı :00081 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:32
278	 Kullanıcı :00186 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:35
279	 Kullanıcı :00153 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:37
280	 Kullanıcı :00234 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:41
281	 Kullanıcı :00163 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:43
282	 Kullanıcı :00067 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:46
283	 Kullanıcı :00183 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:48
284	 Kullanıcı :00119 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:50
285	 Kullanıcı :00155 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:12:52
286	 Kullanıcı :00122 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:13:07
287	 Kullanıcı :00044 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:13:27
288	 Kullanıcı :00216 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:13:31
289	 Kullanıcı :00159 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:13:33
290	 Kullanıcı :00056 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:13:36
